id,description
6464,"Rạng sáng nay, hai xe khách đấu đầu ở huyện Dương Minh Châu khiến sáu người chết, 10 người bị thương."
6465,"Trong lúc kiểm tra hầm lò ca một, phó quản đốc ngành than ở Quảng Ninh tử vong do ngạt khí."
6466,"Từ nay đến năm 2020, chi phí cho việc giải phóng mặt bằng sân bay Long Thành dự kiến còn thiếu 6.000 tỷ đồng."
6467,"Phải gửi xe ở nhà dân với giá 100 nghìn đồng mỗi tháng, hàng nghìn công nhân ở Thanh Hoá nghỉ việc phản đối doanh nghiệp."
6468,Những bức ảnh Trung thu cách nay gần một thế kỷ đang được trưng bày tại ngôi nhà 87 Mã Mây (Hà Nội).
6469,"Ngoài việc xử phạt và dừng hoạt động cơ sở giết mổ Xuyên Á, TP HCM yêu cầu nhanh chóng tiêu hủy toàn bộ số heo bị tiêm thuốc an"
6470,Dấu hiệu thời tiết cho thấy TP HCM và Nam Bộ tiếp tục có mưa to và nguy cơ ngập nặng trong vài ngày.
6471,"70 hình ảnh, bản vẽ kỹ thuật, tập điều kiện thầu của sáu công trình kiến trúc Pháp sẽ được trưng bày tại Nhà hát Lớn vào tháng 10."
6472,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
6473,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
6474,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
6475,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
6476,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
6477,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
6478,"Một số doanh nghiệp xuất khẩu lao động khởi kiện Bộ Lao động vì bị thu hồi giấy phép, Bộ trưởng Đào Ngọc Dung cho biết sẵn sàng hầu toà."
6479,Vội vã vào lớp nhưng hàng trăm học sinh THPT chuyên Lê Hồng Phong (TP HCM) vẫn cúi chào bác dân phòng trước cổng trường.
6480,"Đi ngược quan niệm giáo viên dạy cấp thấp chỉ cần đào tạo trình độ thấp, GS Toàn chủ trương tất cả giáo viên phải qua đại học."
6481,Người đàn ông ở Nghệ An trong lúc lái thử ôtô mới đã tông vào xe máy rồi lao xuống ruộng.
6482,"Để gần 4.000 con heo tại lò mổ lớn nhất Sài Gòn bị tiêm thuốc an thần trước khi giết mổ, một loạt cán bộ thú y phải giải trình."
6483,"Để gần 4.000 con heo bị tiêm thuốc an thần trước khi giết mổ, hàng loạt cán bộ thú y TP HCM phải giải trình để làm rõ trách nhiệm."
6484,"Phạt học sinh vì không mặc đồng phục, nói chuyện riêng trong lớp, cô giáo bị phụ huynh xông vào phòng học chửi bới, hành hung."
6485,"Chùa Cầu, chợ Hội An, sông Hoài... những con phố cổ kính được tái hiện tại khu hồ Bán Nguyệt, quận 7 - TP HCM."
6486,"Nhận tiền thu hút nhân tài của tỉnh Quảng Nam, bác sĩ Khoa làm việc tại bệnh viện tỉnh một thời gian rồi thôi nên phải bồi thường."
6487,"Đang chuyển bêtông tại công trình vòng xoay Mỹ Thủy (quận 2), cần cẩu dài 15 m bất ngờ lật, đè xe múc khiến tài xế bị thương nặng."
6488,Bà Quỳnh Anh từng làm tạp vụ tại Liên đoàn Lao động tỉnh và ít năm sau đó được quy hoạch phó giám đốc Sở Xây dựng.
6489,"Để người dân thuận lợi và giảm ùn ứ tại vòng xoay Hàng Xanh (quận Bình Thạnh), thành phố cho xe máy chạy lên cầu vượt."
6490,"Lần đầu tiên hoạt động, tuyến phố đi bộ ở phường Phú Hội (TP Huế) chật kín người dân và du khách tham quan."
6491,"Khi làm giám đốc Sở Xây dựng, ông Ngô Văn Tuấn có nhiều vi phạm, gồm việc hai lần ký quyết định bổ nhiệm bà Quỳnh Anh."
6492,"Sau hơn 20 ngày bị mẹ ruột bỏ rơi, bé gái chừng hai tháng tuổi ở Nghệ An có bố mẹ nuôi."
6493,Ông Nguyễn Xuân Quang được bổ nhiệm khi chưa đủ điều kiện vì Tổng cục Môi trường “thiếu lãnh đạo”.
6494,"Bộ đội, công an, cứu hỏa... đã hiệp đồng trong tình huống giả định 120 hành khách đáp xuống sân bay quốc tế Đà Nẵng bị phát nổ và bốc"
6495,"Máy bay chở 120 hành khách bị hỏng, phát nổ và bốc cháy khi vừa đáp xuống sân bay quốc tế Đà Nẵng đã được nhiều lực lượng ứng cứu."
6496,"Không chỉ TP HCM, hàng nghìn người dân ở 16 tỉnh thành đang gặp rắc rối do thẻ căn cước công dân chậm được cấp."
6497,"Chính quyền TP Đà Nẵng yêu cầu công chức không đi tham quan, học tập nước ngoài để tập trung nguồn lực chuẩn bị cho APEC."
6498,"Tại nhiều con đường ở TPHCM vẫn còn những miệng cống hở hoặc mất nắp, cống không được rào chắn cẩn thận khi đào đường."
6499,"Lãnh đạo Tổng công ty đường sắt VN bày tỏ ""rất băn khoăn, trăn trở"" về thu nhập của công nhân gác chắn, duy tu, phục vụ trên tàu."
6500,Nhà chức trách và người dân địa phương nhiều tỉnh miền Trung phát hiện tình trạng phá rừng trên địa bàn.
6501,"Lãnh đạo phường Tam Bình, Thủ Đức, TP HCM đã xin lỗi, thừa nhận ""non kém nghiệp vụ"" khiến hai cô gái bị quản thúc 9 ngày trong trung tâm xã"
6502,"Tường bao một công ty ở khu công nghiệp Đình Vũ, Hải Phòng đổ sập, đè hai người thương nặng."
6503,Cú va chạm với tàu hàng quốc tịch Singapore khiến sà lan cùng 8 người chìm xuống biển Vũng Tàu.
6504,"Chở khách vào Huế, xe taxi bất ngờ tông vào con lươn giữa đường khiến đầu xe nát bấy, nhiều người bị thương."
6505,"Ôtô chạy vào trung tâm TP Đà Lạt (Lâm Đồng) bất ngờ mất lái, lao xuống hồ Xuân Hương nhưng không làm ai bị thương."
6506,"Ôtô khách chệch lái khỏi Quốc lộ, đâm gãy trụ bê tông nhà dân khiến mái hiên sập xuống đè lên đầu xe."
6507,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
6508,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
6509,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
6510,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
6511,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
6512,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
6513,Lửa bùng lên bao trùm ngôi nhà sàn ở huyện miền núi Kỳ Sơn (Nghệ An) khiến ba mẹ con bà Chuẩn bị bỏng.
6514,"Cựu Tổng bí thư cho rằng, việc các cơ quan chức năng đưa ra ánh sáng hàng loạt vụ tiêu cực như vừa qua là ""bước đi mạnh mẽ""."
6515,Ngôi nhà gỗ hai tầng của gia đình bà Trần Ngọc Sương được tỉnh Tây Ninh xếp hạng di tích kiến trúc nghệ thuật.
6516,"Tổng cục Môi trường tiếp tục thanh tra tại một số tỉnh Tây Nam Bộ, nhưng cử người khác thay ông Nguyễn Xuân Quang."
6517,"Khác phố hàng rong Nguyễn Văn Chiêm, khu ẩm thực trong Công viên Bách Tùng Diệp (quận 1) có dãy bàn ghế cho khách ngồi ăn uống."
6518,"Theo Phó chủ tịch quận 1, nhiều quán nhậu thuộc loại ""máu mặt"" phường ngại bị trả thù không dám phạt nên ông phải xử lý."
6519,"Đánh giá sự việc đặc biệt nghiêm trọng, Ban An toàn thực phẩm đề nghị tiêu huỷ gần 4.000 con heo bị tiêm thuốc an thần."
6520,"Với số điểm cao nhất, ba cán bộ đã trúng tuyển chức danh Vụ trưởng Chính sách cán bộ, Vụ Cơ sở Đảng và Vụ Địa phương III."
6521,"Cho rằng xe tải tiêu hủy hải sản gần khu dân cư, người dân Hà Tĩnh bao vây, hất mực, sứa đông lạnh xuống quốc lộ để phản đối."
6522,Khu vực Bắc Bộ được dự báo có mưa rào và giông trong các ngày 3-5/10 (tức 13-15/8 âm lịch)
6523,Bể bơi nằm trên tầng 29 một khách sạn ở Đà Nẵng đã xác lập kỷ lục bể bơi vô cực dát vàng 24K cao và lớn nhất thế giới.
6524,"Gần 20 m kênh dẫn tràn hồ Gia Hoét tại huyện Châu Đức vỡ, nước tràn xuống khu dân cư làm hàng chục hộ bỏ nhà chạy thoát thân."
6525,"Theo ông Nguyễn Tăng Cường, lượng mưa gần 100.000 m3 mỗi giờ, mà chỉ sau một tiếng đường khô ráo chứng tỏ máy bơm đã hoạt động rất hiệu quả."
6526,"7h30 tối hàng ngày, anh Phạm Công Khanh có mặt ở lớp xóa mù chữ. Anh hạnh phúc khi được học viên U50 gọi là ‘thầy giáo biên phòng’."
6527,"Thi thể được người dân tìm thấy trên sông Đồng Nai, cách hiện trường vụ tai nạn khoảng 6 km."
6528,"Ông Nguyễn Văn Lợi (xã An Phú, huyện Tịnh Biên, tỉnh An Giang) trèo cây thốt nốt lấy nước nấu đường để nuôi gia đình hơn chục năm qua."
6529,"Suốt đêm qua, cảnh sát Đồng Nai đưa nhiều người nhái lặn dưới suối Săn Máu, TP Biên Hòa, tìm người đàn ông bị lũ cuốn."
6530,Gần 700 con ngựa bạch thuần chủng được chăn thả trên thảo nguyên Khau Sao (Lạng Sơn).
6531,"Dán nhãn xuất bản phẩm cho trẻ em, giảng viên y phải có chứng chỉ khám chữa bệnh, thay đổi mã số bảo hiểm y tế... là những quy định"
6532,"Thấy người đàn ông bị nước mưa từ thượng nguồn đổ về suối Săn Máu cuốn đi, người dân gần đó chạy ra kéo lại nhưng bất thành."
6533,"Đứng ở dãy nhà năm tầng sau giờ học, nam sinh ở Quảng Ninh bất ngờ rơi xuống đất."
6534,"Ngày 2/10, phố hàng rong trong công viên Bách Tùng Diệp sẽ khai trương với nhiều điểm khác phố hàng rong đầu tiên ở đường Nguyễn Văn Chiêm."
6535,Nhiều hộ dân ở xã Quang Hưng (Hưng Yên) hoán đổi chỗ ở cho vật nuôi nhằm đối phó với quy định về hạn mức xây nhà tạm.
6536,"Từ tháng 10, Trung tâm căn cước công dân quốc gia - Bộ Công an hoạt động 24/24 để sản xuất thẻ cho người dân bị chậm trễ tại các"
6537,"Hà Nội sẽ quy hoạch 96ha quanh Ga Hà Nội bao gồm nhiều tổ hợp như trung tâm thương mại, nhà ở, giao thông, công viên..."
6538,Mối buộc dây cáp bị đứt khiến ống cống nặng cả tấn đè chết nam công nhân đang chỉnh hướng dây.
6539,Nhân viên an ninh hàng không Tân Sơn Nhất (TP HCM) phát hiện túi xách chứa 90 triệu đồng của hành khách bỏ quên.
6540,"Sở Khoa học - Công nghệ đề xuất mua máy vớt lục bình Trung Quốc 2,6 tỷ đồng sau khi máy hơn 3 tỷ đồng thử nghiệm thất bại."
6541,"Mưa lớn gây ngập nửa mét tại 40 điểm phủ rộng khắp các quận, huyện khiến nhiều xe chết máy, người đi đường ngã sõng soài."
6542,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
6543,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
6544,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
6545,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
6546,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
6547,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
6548,"Ôtô chạy vào trung tâm TP Đà Lạt, Lâm Đồng bất ngờ mất lái, lao xuống hồ Xuân Hương nhưng không làm ai bị thương."
6549,Phó trưởng Ban Kinh tế Trung ương Nguyễn Ngọc Bảo được bầu thay thế vị trí của ông Võ Kim Cự.
6550,"Cán bộ phường và công an bị cho là ""non kém nghiệp vụ"", áp dụng quy định sai, khiến hai cô gái bị quản thúc 9 ngày trong trung tâm"
6551,"Những vi phạm, khuyết điểm của ông Nguyễn Xuân Anh và ông Huỳnh Đức Thơ được xác định là nghiêm trọng."
6552,"Lãnh đạo Chính phủ cho rằng, cần xây dựng Hà Nội là thành phố đáng sống, nơi mọi người đều bình đẳng và có cơ hội phát triển."
6553,"Ông Ngô Văn Tuấn được xác định có vi phạm liên quan đến việc tuyển dụng, bổ nhiệm bà Trần Vũ Quỳnh Anh."
6554,"Ập vào lò mổ ở huyện Củ Chi, nhà chức trách phát hiện nhân viên tiêm thuốc - nghi là an thần - cho heo trước khi giết mổ."
6555,"Để các cấp dưới lập đường dây bảo kê xe tải, nhận hối lộ hàng tỷ đồng, ông Trương Văn Phúc bị cách hết chức vụ trong Đảng."
6556,Đơn vị quản lý hạ tầng nơi bé trai 11 tuổi ở Đồng Nai bị cuốn vào cống cho biết công trình mương thoát nước xây dựng không xin phép.
6557,Các doanh nghiệp bất động sản hưởng lợi từ công trình chống ngập đường Nguyễn Hữu Cảnh được vận động góp tiền thuê máy bơm.
6558,"Chủ tịch huyện Nam Trà My cho biết tại phiên chợ lần đầu tiên tổ chức, huyện đã làm cam kết với người dân, doanh nghiệp chỉ bán sâm thật."
6559,"Cùng với cầu Cao Lãnh, cầu Vàm Cống sẽ thông xe vào cuối năm nay, là động lực quan trọng thúc đẩy phát triển miền Tây."
6560,Con rùa nặng hơn 15 kg nằm trong sách đỏ được người dân giao lại cho nhà chức trách.
6561,"Tỉnh ủy Thanh Hóa sẽ đưa ra hình thức kỷ luật cá nhân, tập thể liên quan vụ bà Quỳnh Anh, sau 6 tháng kiểm tra sai phạm."
6562,"Trong 7 ngày nghỉ Tết, người lao động có 2 ngày nghỉ cuối tuần và 5 ngày nghỉ theo quy định của Bộ luật lao động."
6563,Giàn biển báo bị sập chắn ngang đường khiến hàng nghìn xe tải từ các tỉnh lên Lạng Sơn phải chờ đợi 4 tiếng trong đêm.
6564,"Sau hơn một ngày bị nước mưa cuốn xuống cống mất tích, thi thể bé trai 11 tuổi được phát hiện trên sông Đồng Nai, đoạn qua tỉnh Bình Dương."
6565,"Khởi động từ 15 năm trước, đến nay tuyến đường vành đai 2,5 từ Đầm Hồng tới Giải Phóng (Hà Nội) chưa giải phóng xong mặt bằng."
6566,"Việc thiếu vật tư in thẻ căn cước công dân đã khiến hàng nghìn người tại TP HCM và các tỉnh không thể giao dịch, đảo lộn cuộc sống."
6567,Lực lượng cứu hộ phải đào bới bằng tay để đưa thi thể công nhân dưới hầm lò ra ngoài.
6568,"Sau phản ứng của Ban tuyên giáo Tỉnh ủy Cà Mau, quận 1 (TP HCM) đã có thư xin lỗi về phát ngôn của ông Đoàn Ngọc Hải."
6569,Ông Nguyễn Xuân Quang ngưng chuyến thanh tra môi trường tại các doanh nghiệp ở Long An sau hai ngày bị trộm tiền tại khách sạn.
6570,Vòng chung kết Lễ hội chọi trâu truyền thống Đồ Sơn năm 2017 đã diễn ra với bốn khán đài đầy ắp người xem.
6571,"Trong khi chính quyền Thủ đô xin ý kiến về Đồ án quy hoạch khu vực ga Hà Nội và phụ cận, lãnh đạo Chính phủ yêu cầu ""thận trọng""."
6572,"Theo quy định thì Văn phòng UBND cấp tỉnh không có quá ba cấp phó, song đơn vị này ở Nghệ An có bốn người."
6573,"Trước nguy cơ ĐBSCL có thể bị xóa sổ, một hội nghị chưa từng có được chủ trì bởi Thủ tướng cùng sự tham gia của 700 đại biểu để"
6574,Tai nạn xảy ra khi nam công nhân đang tham gia chuyển các ống áp suất nặng gần hai tấn từ ôtô tải lên xe đầu kéo.
6575,"Khoảng 4 giờ đào bới bằng tay, lực lượng cứu hộ đưa một thi thể ra ngoài và tiếp tục tìm kiếm người còn lại."
6576,"Các cửu vạn phải vác gần 50 kg mỗi lần leo núi Bà Đen, Tây Ninh để có được số tiền công khoảng 200 nghìn."
6577,"10 cán bộ ở Nghệ An bao gồm trưởng ban tuyên giáo huyện, bí thư xã và trưởng công an bị kỷ luật do liên quan phá rừng."
6578,"Thi thể bé trai 11 tuổi được tìm thấy trên sông Đồng Nai qua địa bàn tỉnh Bình Dương, cách hiện trường hơn 10 km."
6579,"Thứ trưởng Giao thông Vận tải Nguyễn Ngọc Đông thừa nhận một số dự án BOT có bất cập, cần rút ra nhiều bài học."
6580,Dù Tổng thầu Trung Quốc cho biết có thể chạy thử tàu từ tháng 10 song lãnh đạo Bộ Giao thông khẳng định hạ tầng chưa đủ điều kiện.
6581,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
6582,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
6583,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
6584,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
6585,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
6586,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
6587,"Để vỉa hè bị chiếm nhiều nơi, chủ tịch phường Bến Nghé bị cho là không quyết liệt, không ""truyền lửa"" cho cấp dưới làm nhiệm vụ."
6588,"Được tổ chức trở lại sau hơn hai tháng tạm dừng do trâu chọi húc chết chủ, hội chọi trâu Đồ Sơn ngày 28/9 đã diễn ra sôi nổi và"
6589,"Hàng chục phụ huynh ở Thanh Hóa mang băng rôn đến trường mầm non yêu cầu thay hiệu trưởng, thanh tra các khoản thu."
6590,"Sáng 28/9, tàu công trình được tổng thầu Trung Quốc cho chạy thử với tốc độ 5km/h nhằm kiểm tra đường ray tuyến Cát Linh - Hà Đông."
6591,"Ngày mai, khối không khí lạnh tràn xuống sẽ làm nhiệt độ tại thủ đô giảm 2-3 độ C, gây mưa diện rộng ở cả miền Bắc và miền Trung."
6592,"Bé gái mới sinh còn dây rốn, đỏ hỏn bị người mẹ bỏ lại dưới gầm cầu Dã Viên (TP Huế)."
6593,"Cho rằng phát ngôn ""không biết luật về rừng U Minh mà sống"" gây bức xúc dư luận nên tỉnh Cà Mau đề nghị ông Hải giải thích."
6594,"Tàu công trình chạy êm trên tuyến Cát Linh - Hà Đông, không rung lắc và không có tiếng ồn lớn của động cơ."
6595,"Thấy số tiền đóng góp cho phong trào kế hoạch nhỏ, cứu trợ lũ của lớp mình ít quá, nhiều giáo viên bỏ tiền túi bù vào để hoàn thành."
6596,"Nhiều người nhái được huy động chui đường cống tối om, quần thảo con suối chảy xiết tìm bé trai 11 tuổi bị nước mưa cuốn vào cống mất tích."
6597,"Hà Nội đề xuất giữ nguyên trạng nhà ga, tuy nhiên khu vực xung quanh quy hoạch nhiều công trình cao tầng."
6598,"Tàu chạy tốc độ 5 km mỗi giờ từ ga Cát Linh đến ga Láng để kiểm tra hệ thống đường ray, tuyến, ghi, mối nối trên tuyến."
6599,"Không trình được CMND khi công an kiểm tra, hai cô gái ở quán cà phê bị đưa vào trung tâm xã hội vài giờ sau đó vì ""không có"
6600,"Xe ben chở cát không làm chủ tốc độ, đâm liên hoàn 4 xe khác trong hầm vượt sông Sài Gòn khiến các tuyến đường xung quanh kẹt nghiêm trọng."
6601,"Nhiều lao động trong ngành đường sắt chỉ có thu nhập dưới 5 triệu đồng mỗi tháng, trong khi công việc ""nặng nhọc và áp lực""."
6602,"Bị bắt quả tang vào nhà nghỉ với nữ cán bộ chính sách, phó bí thư xã ở Thanh Hoá nhận kỷ luật cách hết chức vụ."
6603,"Thấy tỉnh lộ chi chít ổ gà, hai ông Sơn và Lý (Hà Tĩnh) đề nghị chính quyền hỗ trợ, sau đó tự nguyện dàn đất vá đường."
6604,"Buổi học thường bắt đầu từ cuối chiều đến khi không nhìn rõ mặt người, đàn muỗi vo ve trên đầu, dưới chân thầy giáo và bốn đứa trẻ."
6605,"Trong đêm, cảnh sát cứu hộ Đồng Nai được huy động cùng người dân tìm kiếm bé trai 11 tuổi bị nước mưa cuốn vào cống trên đường đi học"
6606,"Mỗi tháng xuất bán ra thị trường trên dưới 10 triệu con cua giống, nông dân ở Cà Mau thu lãi hàng chục triệu đồng."
6607,"Hai ôtô biển xanh 80B đậu trên vỉa hè quận 1 bị đoàn liên ngành xử phạt, trong đó một chiếc bị cẩu về trụ sở vì không có tài"
6608,Hai tiếng nổ đinh tai vang lên ngay khi ngọn lửa bùng lên tại trạm sang chiết gas ở thị xã Hoàng Mai (Nghệ An).
6609,"Thành phố yêu cầu tăng cường kiểm tra công vụ, xử lý nghiêm cán bộ có hành vi gây nhũng nhiễu đối với người dân."
6610,Hàng loạt tuyến phố cửa ngõ phía tây nam thủ đô gần đây liên tục ùn tắc vào buổi sáng và chiều tối.
6611,"Thủ tướng Nguyễn Xuân Phúc cho rằng phát triển Đồng bằng sông Cửu Long phải thuận tự nhiên, chống can thiệp thô bạo."
6612,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
6613,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
6614,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
6615,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
6616,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
6617,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
6618,"Trên đường đi học về, bé trai ở Đồng Nai bị nước mưa cuốn vào cống mất tích."
6619,Các cán bộ môi trường báo mất tiền khi đi công tác ở Long An được yêu cầu tường trình về sự việc.
6620,"Bà Nguyễn Thị Kim Ngân cho rằng, nếu hơn 400 trẻ em diện con lai không sớm được đến trường, lãnh đạo Cần Thơ phải chịu trách nhiệm."
6621,"Sáng 27/9, Thủ tướng Nguyễn Xuân Phúc đã gặp gỡ Đại sứ CHLB Đức Christian Berger tại bên lề hội nghị biến đổi khí hậu ở Cần Thơ."
6622,Các hãng hàng không bắt đầu mở bán vé máy bay dịp cao điểm Tết với cam kết không tăng giá.
6623,"Do quy hoạch nhà cao tầng xung quanh ga Hà Nội trái với quy định hiện hành, thành phố sẽ xin ý kiến Thủ tướng về nội dung này."
6624,"Thủ tướng Nguyễn Xuân Phúc bày tỏ lạc quan về tương lai của miền Tây, dù vùng đất này phải đối mặt nhiều thách thức của biến đổi khí hậu."
6625,Ban tổ chức Lễ hội chọi trâu Đồ Sơn 2017 thu hẹp sới đấu và gia cố hàng rào để đảm bảo an toàn cho du khách.
6626,"Với khoảng 500m đường thường xuyên ngập sâu, TP đang tính toán phương án mua lại máy bơm khổng lồ của doanh nghiệp hoặc thuê với giá một tỷ mỗi"
6627,"Không chỉ đọc thơ, đàn chim nhồng còn được bà Nguyễn Thị Bé (Bà Rịa - Vũng Tàu) dạy ""yêu"", sinh sản trong chuồng trại."
6628,"Chiều 26/9, Thủ tướng Nguyễn Xuân Phúc đã thị sát vùng ĐBSCL bằng trực thăng trước khi chủ trì hội nghị hiến kế cho khu vực này đối phó với biến đổi"
6629,Tỉnh cũng đề nghị trung ương hỗ trợ hơn 3.000 tấn gạo cứu đói cho người dân; 1.000 tấn giống lúa để khôi phục sản xuất...
6630,"Sau khi tông hàng loạt xe máy, ôtô bảy chỗ húc tiếp vào cột điện và lật ngửa giữa đường ở TP Hạ Long (Quảng Ninh)."
6631,Phòng có 5-10 biên chế sẽ không quá một cấp phó; phòng trên 10 người không quá hai cấp phó.
6632,Số giày không có giấy tờ hợp pháp được một người mang quốc tịch Trung Quốc đưa về Hà Nội tiêu thụ.
6633,"Theo Bộ trưởng Trần Hồng Hà, để ĐBSCL thích ứng với biến đổi khí hậu, cần giải quyết ba thách thức lớn về nội tại, khu vực và toàn cầu."
6634,"Hơn 1.500 chiếc kèn đồng được người đàn ông làng Phạm Pháo, Nam Định làm ra từ đôi bàn tay khéo léo."
6635,"Tổ chức này hoạt động độc lập, phi lợi nhuận, với sự tham gia của người làm công tác đào tạo, bác sĩ khám chữa bệnh, người thụ hưởng…"
6636,Một phần cơ thể của nam thanh niên bị kẹt trong thang vận chuyển thức ăn tại một nhà hàng quận Hoàn Kiếm.
6637,"Kêu gọi đóng góp 322 triệu đồng song bị nhiều phụ huynh phản ứng, Ban đại diện cha mẹ trường tiểu học ở quận Thủ Đức trả lại tiền."
6638,"Chiều 26/9, một ngày trước khi chủ trì hội nghị biến đội khí hậu Đồng bằng sông Cửu Long, Thủ tướng Nguyễn Xuân Phúc đã thị sát miền Tây."
6639,"Để đảm bảo an ninh, trật tự, Công an Hà Nội sẽ bắt đầu tổng kiểm tra hộ khẩu trên toàn thành phố từ 1/10."
6640,"Mỗi gia đình tại làng Báo Đáp, Nam Định có thể sản xuất hàng chục nghìn chiếc đèn ông sao bán khắp nước, thu lãi gấp nhiều lần làm vụ"
6641,"Cả nước có 8.000 km đường BOT, trong khi đó có tới 23.000 km quốc lộ và hơn 500.000 km đường địa phương."
6642,"Không đồng tình với các khoản thu đầu năm, gần 300 học sinh trường Mầm non xã Quảng Thái (Thanh Hóa) được cha mẹ cho ở nhà."
6643,"Theo một số chuyên gia xây dựng, quy mô công trình trường mầm non đổ sập ở Hà Nội không lớn nhưng ""đáng báo động""."
6644,"Cán bộ Đại sứ quán Đức tại Việt Nam khẳng định, Chính phủ nước này hợp tác chặt chẽ với Việt Nam về các lĩnh vực tài chính, kỹ thuật."
6645,"Lãnh đạo huyện Tiên Phước cho rằng rừng ở Quảng Nam bị phá do ""kiểm lâm ít"", nhưng giám đốc Sở Nông nghiệp phản bác."
6646,"Theo ông Nguyễn Văn Thể, Đồng bằng sông Cửu Long là vùng đất có thời tiết hiền hòa, nên chỉ cần bão cấp 10 thì đã là thảm họa."
6647,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
